sentence,jo,label
"“That’s really the implication for not just Major League Baseball, but college baseball and high school baseball,” Bazarian said.",,0
The daughters exposed to regular smoking in utero were about 40 percent more likely than girls of non-smoking mothers to have an early age of first menstruation.,,0
"In Switzerland, cosmetic surgery to correct protruding ears is one of the most common facial plastic surgeries for children, he said.",,0
"“We need to do formal observational trials to see what’s happening in real life and also look at other provider associated mechanisms such as empathy and mindfulness,” said Dr. Adil Haider of the Center for Surgery and Public Health at Brigham and Women’s Hospital in Boston.",,0
"But another possibility is that there is a real causal relationship at the molecular level, which she believes is the case.",,0
The average sodium intake from snacks for all kids was 1.4 grams per day.,,0
"“The most powerful behavior change taught in Mind Over Matter is learning how to relax, strengthen and coordinate the muscles that support the openings of the bladder and bowels, called the pelvic floor muscles,” said Dr. Heidi Wendell Brown, lead author of the study and a researcher at the University of Wisconsin School of Medicine and Public Health in Madison.",,0
"Most of the athletes had trained for at least two years and exercised for two hours a day, or around 12 hours a week.",,0
It is especially important to look for signs of victimization among kids and young adults.,,0
"Implicit bias statements could reiterate commitments to equality by search committees, grant makers and conference organizers, they say.",,0
Shires emphasized that it’s not clear who discriminated against the participants.,,0
"But, she emphasized, this study did not show that AF causes falls, only that it is significantly more common among people who fall.",,0
"The texts included a link for the students to complete questionnaires on their smartphones, including questions about how many drinks they had and how many friends were present.",,0
"“It’s very, very hard to tell,” she said.",,0
They add that it’s possible they chose a group of smokers with unusual degrees of bone loss.,,0
"Still, the findings held when she and her coauthors accounted for other possible influences like weight, depressive symptoms, vascular disease, functional status and pulmonary function.",,0
Babies born before the 35th week were considered preterm; such babies account for most of the newborn deaths and childhood disability seen in preemies.,,0
"The 10-year risk of dying from breast cancer was small and did not vary by age; it stayed about the same from age 66 to 94, accounting for just 0.2% -0.3% of all deaths in the study.",,0
